slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__rank_power,num__n_classes,num__lambda_prior,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score
goose666__abl-1-no-residual-ssm,goose666/abl-1-no-residual-ssm,abl-1-no-residual-ssm.ipynb,54,34.0,20.0,3195.0,120830,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
goose666__abl-2-no-mixup,goose666/abl-2-no-mixup,abl-2-no-mixup.ipynb,54,34.0,20.0,3195.0,120802,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
goose666__abl-3-no-focal,goose666/abl-3-no-focal,abl-3-no-focal.ipynb,54,34.0,20.0,3195.0,120802,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
goose666__bird0427-basetrain,goose666/bird0427-basetrain,bird0427-basetrain.ipynb,5,5.0,0.0,0.0,16172,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12,5,,,,,,,,,
goose666__perch-v2-baseline-birdclef2026,goose666/perch-v2-baseline-birdclef2026,perch-v2-baseline-birdclef2026.ipynb,21,21.0,0.0,0.0,39167,,,,0,,0,0.999,0.999,1,0.999,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12,5,,,,,,,,,
goose666__protossm-baseline-birdclef2026,goose666/protossm-baseline-birdclef2026,protossm-baseline-birdclef2026.ipynb,54,34.0,20.0,3195.0,120802,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
goose666__protossm-infer,goose666/protossm-infer,protossm-infer.ipynb,54,34.0,20.0,3195.0,122164,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
goose666__protossm-train,goose666/protossm-train,protossm-train.ipynb,54,34.0,20.0,3195.0,121920,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
gourabr0y555__birdclef-26-inference-notebook,gourabr0y555/birdclef-26-inference-notebook,birdclef-26-inference-notebook.ipynb,28,16.0,12.0,18415.0,9501,"# BirdCLEF 2026 — Inference Notebook

<div style='background:linear-gradient(135deg,#0f172a 0%,#0d2a1a 50%,#14532d 100%);border-radius:12px;padding:24px 28px;font-family:-apple-system,BlinkMacSystemFont,Segoe UI,sans-serif;color:#fff;line-height:1.7;margin-bottom:8px;'>
<b style='font-size:18px;letter-spacing:0.4px;'>Notebook overview</b><br><br>
This notebook runs inference for the <a href='https",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
gourabr0y555__birdclef-26-perch-v2,gourabr0y555/birdclef-26-perch-v2,birdclef-26-perch-v2.ipynb,40,21.0,19.0,28479.0,38190,"<div style=""background:linear-gradient(135deg, #0f3460, #0f3460dd); color:white; padding:14px 20px; border-radius:8px; margin:10px 0;""><h2 style=""margin:0; color:white; font-size:20px;"">⚙️ Section 1: Environment Setup</h2></div>

Install TensorFlow 2.20 from local wheel files. The Perch v2 SavedModel was exported with TF 2.20, and loading it under a different version can cause signature mismatches",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12,5,,,,,,,,,
gpreda__birdclef-2026-metadata-and-sound-data-exploration,gpreda/birdclef-2026-metadata-and-sound-data-exploration,birdclef-2026-metadata-and-sound-data-exploration.ipynb,98,59.0,39.0,5238.0,21946,"# Introduction

This is an introductory Notebook for **[BirdCLEF 2026](https://www.kaggle.com/competitions/birdclef-2026)** new competition.  

The notebook goes beyond standard dataset exploration and **<font color=""red"">focuses on what actually matters</font>** for <u>modeling</u> **BirdCLEF 2026**.

In addition to the basic metadata and audio inspection, I added a set of high-impact visual anal",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,gpreda/data-quality-stats|gpreda/plot-utils,,,,,,,,,,,
gustavoquevedo94__audio-exploration-pantanal-birdclef-2026,gustavoquevedo94/audio-exploration-pantanal-birdclef-2026,audio-exploration-pantanal-birdclef-2026.ipynb,21,11.0,10.0,1190.0,9148,"# 🔊 Audio Exploration - Pantanal BirdCLEF 2026
Visualizar espectrogramas, entender duraciones, explorar las diferencias entre fuentes y clases.",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
gustavoquevedo94__pantanal-biodiversity-eda-competition-ana,gustavoquevedo94/pantanal-biodiversity-eda-competition-ana,pantanal-biodiversity-eda-competition-ana.ipynb,16,8.0,8.0,2224.0,4706,"# 🐦 Pantanal Biodiversity - EDA & Competition Analysis
**Goal:** Multi-label classification of wildlife sounds in 5-second audio segments.  
**Metric:** Likely macro-averaged ROC-AUC across 234 species.  
**Key challenge:** 234 species (birds, amphibians, insects, mammals, reptiles), noisy field recordings, class imbalance.",,,0,,0,,,0,,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
hackertrip__mycode,hackertrip/mycode,mycode.ipynb,42,23.0,19.0,3153.0,65037,"## Setup
Install dependencies and configure environment.",,,0,,0,,,0,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12,5,,,,,,,,,
haradibots__birdclef-2026-pytorch-baseline-inference,haradibots/birdclef-2026-pytorch-baseline-inference,birdclef-2026-pytorch-baseline-inference.ipynb,6,6.0,0.0,0.0,4584,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
haradibots__birdclef2025-1st-place-inference,haradibots/birdclef2025-1st-place-inference,birdclef2025-1st-place-inference.ipynb,21,13.0,8.0,144.0,56234,# Install openvino libs,,,0,,0,,,0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
haradibots__full-training-pipeline,haradibots/full-training-pipeline,full-training-pipeline.ipynb,11,10.0,1.0,3696.0,6624,"

Let me structure the correct system for *this specific dataset*.

---

# 1. Problem Type (Important shift)

This is **NOT simple classification**.

It is:

### **Multi-label audio tagging**

* 234 classes
* Multiple species can exist in same 5-sec window
* Output = probability vector (size = 234)

So:

* Use **Sigmoid**, not Softmax
* Loss = **BCEWithLogitsLoss**

---

# 2. Correct Strategy (Com",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
haradibots__with-efficient-net,haradibots/with-efficient-net,with-efficient-net.ipynb,3,3.0,0.0,0.0,3716,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
haru0707__bc26-public-top2-p125-submit,haru0707/bc26-public-top2-p125-submit,bc26-public-top2-p125-submit.ipynb,44,30.0,14.0,10337.0,85950,"# BirdCLEF 2026 public top2 + P125 submit

This variant starts from the high-scoring public Perch/SED/CLAP notebook lineage and keeps the parts that can be reproduced from attachable public inputs in this account:

- Raunak/Vyanktesh-style ONNX Perch + ProtoSSM/ResidualSSM sequence modeling.
- Tucker public distilled SED ONNX branch.
- Needless-style optional v5 SED and CLAP streams when their dat",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,2.0,kosuke123/birdclef-2026-mattia-tricks-safe|mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
hasnain201__birdsong-classifier-efficientnet-attention,hasnain201/birdsong-classifier-efficientnet-attention,birdsong-classifier-efficientnet-attention.ipynb,41,21.0,20.0,831.0,220587,"# Slot 1: Environment Setup and Imports
",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0,,,,,,,,,,,,
hassemees__b-first-own-baseline-with-perch,hassemees/b-first-own-baseline-with-perch,b-first-own-baseline-with-perch.ipynb,17,16.0,1.0,1401.0,12358,"This is built on the 0.6 baseline from Robiul Hasan Jisan https://www.kaggle.com/code/robiulhasanjisan/birdclef-2026-baseline 
He has a simple training + inference notebook that we chose to modify as our baseline because it uses no other models or datasets as input and it is relatively comprehensive and easy to change. It has poor performance with only 0.631 AUROC, we suspect this is due to it onl",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0,robiulhasanjisan/birdclef-2026-baseline,12,5,,,,,,,,,
hassemees__i-baseline-inference-broken-numpy,hassemees/i-baseline-inference-broken-numpy,i-baseline-inference-broken-numpy.ipynb,8,7.0,1.0,820.0,5899,"Okay I'm saving a version to test how long it takes this inference notebook to do ~600 soundfiles. This is because the test_sound scape has about 600 according to the competition data page. Submitting it is still a runtime error for now, but I cannot see how far into these 600 it gets before it runs out of time. So I'm testing how long 600 of the train data take to run inference on.

Edit 1: It to",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,,,5,,,,,,,,,
hengck23__onnx-distill-prechv2-stop-lse-4fold,hengck23/onnx-distill-prechv2-stop-lse-4fold,onnx-distill-prechv2-stop-lse-4fold.ipynb,8,8.0,0.0,0.0,13933,,,,0,,0,,,0,,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
hengck23__perch2-onnx-direct-lse-256-4fold,hengck23/perch2-onnx-direct-lse-256-4fold,perch2-onnx-direct-lse-256-4fold.ipynb,9,9.0,0.0,0.0,18409,,,,0,,0,,,0,,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.0,,,,,,,,,,,,
hengck23__pytorch-differentiable-perchv2,hengck23/pytorch-differentiable-perchv2,pytorch-differentiable-perchv2.ipynb,4,3.0,1.0,349.0,1685,"The onnx model is from: https://huggingface.co/justinchuby/Perch-onnx.
And the pytorch model is converted with the help of chatgpt

Application:  
  - finetune perchv2 model
  - enable use of audio file longer than 5 sec

Note: please study the pytorch code carefully. You may want to modify current tf compliant padding to pytorch friendly padding,",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,,,,,,,,,,,
henggao25__birdclef-2026-eos3-tail-only,henggao25/birdclef-2026-eos3-tail-only,birdclef-2026-eos3-tail-only.ipynb,35,19.0,16.0,7511.0,723214,"### [BirdCLEF+ 2026](https://www.kaggle.com/competitions/birdclef-2026/code?competitionId=129329&sortBy=scoreDescending&excludeNonAccessedDatasources=true)

Acoustic Species Identification in the Pantanal, South America
   
| &nbsp;| &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; |
| - | :-: | :-: | :-: | :-: | :-: | :-: |
| [Model](#Model_1)_1 <br> [Model](#Model_2)_2 | [0.917](https://www.k",0.947,0.9470|0.9280,2,,0,0.985,0.896,17,0.947,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,11.0,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train|imaadmahmood/birdclef-2026-perch-v2-protossm-0-925|mattiaangeli/birdclef-2026-0-943-better-blend|mattiaangeli/birdclef-protossm-efficientnet-sed-all-public|mtoshidesu/tedbirdclef-2026-improved|nikitababich/birdclef2025-1st-place-inference|nina2025/birdclef-2026-ensemble-of-solutions-3|nina2025/birdclef-2026-onnx-perch-proto-sed,12,5,0.5,,0.4,0.4,0.4,0.35,0.4,,
henggao25__birdclef-2026-eos3-variant-e,henggao25/birdclef-2026-eos3-variant-e,birdclef-2026-eos3-variant-e.ipynb,35,19.0,16.0,7511.0,723213,"### [BirdCLEF+ 2026](https://www.kaggle.com/competitions/birdclef-2026/code?competitionId=129329&sortBy=scoreDescending&excludeNonAccessedDatasources=true)

Acoustic Species Identification in the Pantanal, South America
   
| &nbsp;| &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; |
| - | :-: | :-: | :-: | :-: | :-: | :-: |
| [Model](#Model_1)_1 <br> [Model](#Model_2)_2 | [0.917](https://www.k",0.947,0.9470|0.9280,2,,0,0.985,0.896,17,0.947,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,11.0,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train|imaadmahmood/birdclef-2026-perch-v2-protossm-0-925|mattiaangeli/birdclef-2026-0-943-better-blend|mattiaangeli/birdclef-protossm-efficientnet-sed-all-public|mtoshidesu/tedbirdclef-2026-improved|nikitababich/birdclef2025-1st-place-inference|nina2025/birdclef-2026-ensemble-of-solutions-3|nina2025/birdclef-2026-onnx-perch-proto-sed,12,5,0.5,,0.4,0.4,0.4,0.35,0.4,,
henryszy__bc2026-ablation-hgnet-v23,henryszy/bc2026-ablation-hgnet-v23,bc2026-ablation-hgnet-v23.ipynb,78,60.0,18.0,4410.0,99627,"# BirdCLEF 2026 — Ensemble (Perch 0.929 + HGNetV2-B0 0.890)

**Single notebook** that runs both inference pipelines end-to-end on the live `test_soundscapes/` directory, then blends the probabilities in memory and writes one `submission.csv`.

Why in one notebook: this is a hidden-test code competition, so the two pipelines must see the real test data at scoring time. Reading cached `submission.cs",,,0,0.944,1,0.944,0.89,4,0.929,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,1.0,ttahara/birdclef-2026-hgnetv2-b0-baseline-training,12,5,0.4,234,0.4,0.4,0.4,0.30,0.4,,0.929
henryszy__bc2026-birdnet-3way-v65,henryszy/bc2026-birdnet-3way-v65,bc2026-birdnet-3way-v65.ipynb,44,32.0,12.0,6419.0,62917,"### Compliance & Lineage

This is an annotated write-up of an all-public Kaggle workflow. Internet is disabled, and execution relies entirely on competition data and Kaggle-attached public resources. If you fork or reuse this methodology, please maintain the following attribution chain:

| Component | Public Source |
| :--- | :--- |
| Base notebook & ONNX sequence pipeline | Vyanktesh Dwivedi, `bi",,,0,,0,,,0,,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-cv9245-artifact-smoke,henryszy/bc2026-cv9245-artifact-smoke,bc2026-cv9245-artifact-smoke.ipynb,1,1.0,0.0,0.0,6069,,,,0,,0,,,0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,12,5,,,,,,,,,
henryszy__bc2026-distilled-sed-v7,henryszy/bc2026-distilled-sed-v7,bc2026-distilled-sed-v7.ipynb,28,14.0,14.0,8558.0,51949,"# BirdCLEF 2026 — Distilled SED: Train + Inference

**Architecture:** EfficientNet-B0 backbone + SED attention head + frozen Perch v2 embedding distillation  
**Key idea:** The backbone learns to reproduce Perch’s 1536-d embeddings via MSE (the distillation branch). The SED classification head trains on stop-gradiented backbone features, so it never fights the distillation gradient. At inference, ",,,0,,0,0.898,0.876,2,0.898,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,1.0,nikitababich/birdclef2025-1st-place-inference,12,,,,,,,,,,
henryszy__bc2026-ensemble-solutions-v66,henryszy/bc2026-ensemble-solutions-v66,bc2026-ensemble-solutions-v66.ipynb,34,19.0,15.0,7435.0,645953,"### [BirdCLEF+ 2026](https://www.kaggle.com/competitions/birdclef-2026/code?competitionId=129329&sortBy=scoreDescending&excludeNonAccessedDatasources=true)

Acoustic Species Identification in the Pantanal, South America
   
| &nbsp;| &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; |
| - | :-: | :-: | :-: | :-: | :-: | :-: |
| [Model](#Model_1)_1 <br> [Model](#Model_2)_2 | [0.917](https://www.k",0.946,0.9460,1,,0,0.946,0.912,14,0.946,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,9.0,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train|imaadmahmood/birdclef-2026-perch-v2-protossm-0-925|mattiaangeli/birdclef-2026-0-943-better-blend|mattiaangeli/birdclef-protossm-efficientnet-sed-all-public|nikitababich/birdclef2025-1st-place-inference|nina2025/birdclef-2026-ensemble-of-solutions-3|raunakdey07/birdclef-2026-onnx-perch-sed-blend|tuckerarrants/bc2026-distilled-sed,12,5,0.5,,0.4,0.4,0.4,0.35,0.4,,
henryszy__bc2026-hgnetv2-task235-v64,henryszy/bc2026-hgnetv2-task235-v64,bc2026-hgnetv2-task235-v64.ipynb,69,29.0,40.0,22431.0,76961,"# 🐦 BirdCLEF 2026 — Visual Explained Pipeline

This version keeps the original modeling logic intact, but reorganizes the notebook so the full flow is easier to understand at a glance.

## 🎯 What this notebook does

It builds a full CPU-friendly BirdCLEF 2026 inference pipeline:

1. **Load Kaggle public resources**: competition data, Perch ONNX, Perch metadata, TensorFlow wheels, and public SED fo",,,0,,0,,,0,,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-mattia-all-public-v9,henryszy/bc2026-mattia-all-public-v9,bc2026-mattia-all-public-v9.ipynb,4,3.0,1.0,446.0,43385,"## 🙏 Credits

# This notebook ensembles two excellent public BirdCLEF 2026 works: [Maryna Borovska](https://www.kaggle.com/marynaborovska)’s [ProtoSSM / Two-Pass SSM notebook](https://www.kaggle.com/code/marynaborovska/birdclef-26-two-pass-ssm-advanced-pp) and [Tucker Arrants](https://www.kaggle.com/tuckerarrants)’s [EfficientNet Distilled SED notebook](https://www.kaggle.com/code/tuckerarrants/bc",,,0,,0,,,0,,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,2.0,marynaborovska/birdclef-26-two-pass-ssm-advanced-pp|tuckerarrants/bc2026-distilled-sed,12,5,0.4,,0.4,,0.4,0.35,0.4,,
henryszy__bc2026-mattia-better-blend-v10,henryszy/bc2026-mattia-better-blend-v10,bc2026-mattia-better-blend-v10.ipynb,40,27.0,13.0,9557.0,74682,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-mattia-safe-rescue-v16,henryszy/bc2026-mattia-safe-rescue-v16,bc2026-mattia-safe-rescue-v16.ipynb,41,28.0,13.0,9557.0,75340,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-mattia-v10-hgnet-v20,henryszy/bc2026-mattia-v10-hgnet-v20,bc2026-mattia-v10-hgnet-v20.ipynb,68,54.0,14.0,9794.0,90327,"# Local fork note
Forked from `ulyanovantonamaranta/birdclef-2026-better-blend-repro` for The_newbies dry-run validation.


Fork note: henryszy v20 restores v10 final rescue parameters inside the v15 HGNet notebook, keeping HGNet at 3%.
",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,234,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-mattia-v10-self-sed-v13,henryszy/bc2026-mattia-v10-self-sed-v13,bc2026-mattia-v10-self-sed-v13.ipynb,40,27.0,13.0,9557.0,74914,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-mattia-v10-siteprior-v21,henryszy/bc2026-mattia-v10-siteprior-v21,bc2026-mattia-v10-siteprior-v21.ipynb,41,28.0,13.0,9667.0,77776,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.

Fork note: henryszy v21 keeps v10 final blend and adds a conservative train_soundscape site-prior reweight.
",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-mtoshidesu-0932-v4,henryszy/bc2026-mtoshidesu-0932-v4,bc2026-mtoshidesu-0932-v4.ipynb,31,29.0,2.0,2685.0,74639,"# 🚀 BirdCLEF 2026 OPTIMIZED Pipeline

## ✨ Key Improvements (in Priority Order)

| Priority | Component | Change | Reason | Expected Gain |
|----------|----------|--------|--------|----------------|
| ★★★★★ | **N_WINDOWS** | `12 → 15` | Prevent missing temporal signals | **+0.002 to 0.004** |
| ★★★★★ | **TTA (Time Shift)** | Average over `shift=[0, ±1]` | Compensate window misalignment | **+0.003 ",,,0,,0,0.958,0.922,4,0.958,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,15,5,0.4,,0.30,0.4,0.25,0.20,0.30,,
